dataset_type,density,model,noise_level,method,mse,chamfer_distance,max_error,mean_error,normal_consistency,density_ratio
synthetic,D02,bunny,L01,Noisy,7.491838958466638e-07,0.0007970239474289964,0.0024788525571320208,0.0008655540975852774,0.9997066861036997,1.0
synthetic,D02,bunny,L01,Bilateral,2.3656972214039645e-06,0.0013377206064101497,0.007981697213019754,0.0015380823194497636,0.9988486611304124,1.0
synthetic,D02,bunny,L01,Guided Filter,8.971782209189782e-06,0.0023498136650084364,0.01004883865040075,0.0029952933427612365,0.9977151547163179,1.0
synthetic,D02,bunny,L01,bipartite_graph_denoising,1.3420362216439104e-05,0.003150084800800891,0.00967850122370415,0.003663381254584227,0.9977471079148155,1.0
synthetic,D02,bunny,L01,Weighted multi projection,8.971782209189782e-06,0.0023498136650084364,0.01004883865040075,0.0029952933427612365,0.9977151547163179,1.0
synthetic,D02,bunny,L02,Noisy,1.1087462249144622e-05,0.0030643871579543696,0.00862205839692587,0.003329784114495206,0.9978206362707932,1.0
synthetic,D02,bunny,L02,Bilateral,1.0584148846889274e-05,0.0028360148440451927,0.010669526133887088,0.003253328886984726,0.9976976931476056,1.0
synthetic,D02,bunny,L02,Guided Filter,2.5744376177756272e-05,0.003964948199667569,0.013365774725020606,0.005073891620615903,0.9955228713068021,1.0
synthetic,D02,bunny,L02,bipartite_graph_denoising,2.3143152896994238e-05,0.003897455891557115,0.013343086779052458,0.004810733093510202,0.9958982111102852,1.0
synthetic,D02,bunny,L02,Weighted multi projection,2.5744376177756272e-05,0.003964948199667569,0.013365774725020606,0.005073891620615903,0.9955228713068021,1.0
synthetic,D02,bunny,L03,Noisy,4.230198361829911e-05,0.0068299372329704705,0.016045140385799062,0.006503997510631374,0.9673018005054398,1.0
synthetic,D02,bunny,L03,Bilateral,3.69894282257751e-05,0.005288878537827432,0.019075152506001693,0.006081893473727989,0.9799677770799446,1.0
synthetic,D02,bunny,L03,Guided Filter,5.4975233437904506e-05,0.007017543861567942,0.01723860699128556,0.007414528537803635,0.9592213877715372,1.0
synthetic,D02,bunny,L03,bipartite_graph_denoising,5.750179396291394e-05,0.006611978707591796,0.01860710385624036,0.007582993733540463,0.9581086949139351,1.0
synthetic,D02,bunny,L03,Weighted multi projection,5.4975233437904506e-05,0.007017543861567942,0.01723860699128556,0.007414528537803635,0.9592213877715372,1.0
synthetic,D02,bunny,L04,Noisy,6.663051821823843e-05,0.010504243372304689,0.019539187342364046,0.008162751877782298,0.7873650675421819,1.0
synthetic,D02,bunny,L04,Bilateral,6.860831019186646e-05,0.009097337411376957,0.021491164460489577,0.008283013352148266,0.8182544528589506,1.0
synthetic,D02,bunny,L04,Guided Filter,7.533494081297534e-05,0.01070498793736878,0.021190851091921706,0.008679570312692637,0.7642842540004705,1.0
synthetic,D02,bunny,L04,bipartite_graph_denoising,9.706422258471168e-05,0.010509105185751684,0.02211298993828876,0.009852117670060162,0.7144510808747199,1.0
synthetic,D02,bunny,L04,Weighted multi projection,7.533494081297534e-05,0.01070498793736878,0.021190851091921706,0.008679570312692637,0.7642842540004705,1.0
synthetic,D02,cube,L01,Noisy,7.451704089135771e-07,0.0007961267821325799,0.002250097553440784,0.0008632325346704543,0.9997146796988097,1.0
synthetic,D02,cube,L01,Bilateral,3.8403550566812204e-06,0.0013226436796996595,0.013663851211987151,0.001959682386684439,0.9991103776774083,1.0
synthetic,D02,cube,L01,Guided Filter,7.476006165307202e-07,0.0007966208818167215,0.006552320750302133,0.0008646390093736924,0.9997119445717524,1.0
synthetic,D02,cube,L01,bipartite_graph_denoising,4.502718687754248e-05,0.006142930358897842,0.013687115762218984,0.006710230016738807,0.9977159337171411,1.0
synthetic,D02,cube,L01,Weighted multi projection,7.476006165307202e-07,0.0007966208818167215,0.006552320750302133,0.0008646390093736924,0.9997119445717524,1.0
synthetic,D02,cube,L02,Noisy,1.1917532924386683e-05,0.0031828992119983532,0.010720307504917963,0.003452177997205052,0.9987930006212502,1.0
synthetic,D02,cube,L02,Bilateral,1.1498655433940799e-05,0.0029187641966725466,0.012442719929696082,0.0033909667403176926,0.9988709951997768,1.0
synthetic,D02,cube,L02,Guided Filter,1.2265380661430966e-05,0.0032128733149082464,0.01249045876774311,0.003502196548086781,0.9988076301016039,1.0
synthetic,D02,cube,L02,bipartite_graph_denoising,5.734523273554041e-05,0.006601135835893835,0.0175285316639011,0.007572663516593115,0.9971906254298781,1.0
synthetic,D02,cube,L02,Weighted multi projection,1.2265380661430966e-05,0.0032128733149082464,0.01249045876774311,0.003502196548086781,0.9988076301016039,1.0
synthetic,D02,cube,L03,Noisy,8.911871322250896e-05,0.008927298610025437,0.022236952961231047,0.009440270823578577,0.9901014546496563,1.0
synthetic,D02,cube,L03,Bilateral,7.564730326631511e-05,0.007080011170850004,0.024706017301289726,0.008697545818580957,0.9937958450178332,1.0
synthetic,D02,cube,L03,Guided Filter,9.15861820340115e-05,0.008977706158154044,0.022236952961231047,0.00957006698168887,0.9899078276413846,1.0
synthetic,D02,cube,L03,bipartite_graph_denoising,0.00011935280336742054,0.0086702412407563,0.025278639061403305,0.010924870862734285,0.988566623921259,1.0
synthetic,D02,cube,L03,Weighted multi projection,9.15861820340115e-05,0.008977706158154044,0.022236952961231047,0.00957006698168887,0.9899078276413846,1.0
synthetic,D02,cube,L04,Noisy,0.00014161245423136942,0.012861723860464308,0.02707533019189241,0.011900103118518319,0.9470654852940258,1.0
synthetic,D02,cube,L04,Bilateral,0.00012450973011102656,0.009899273706802068,0.03525447603818296,0.011158392810392838,0.9695826513571849,1.0
synthetic,D02,cube,L04,Guided Filter,0.00014311131171340738,0.01288963314173284,0.027317022604961914,0.011962914014294652,0.9466518595524097,1.0
synthetic,D02,cube,L04,bipartite_graph_denoising,0.00019589540212096106,0.01251855102799278,0.03209071505217355,0.013996263862937175,0.9313426211632659,1.0
synthetic,D02,cube,L04,Weighted multi projection,0.00014311131171340738,0.01288963314173284,0.027317022604961914,0.011962914014294652,0.9466518595524097,1.0
synthetic,D02,dragon,L01,Noisy,7.517615230454773e-07,0.0007995643067581614,0.0024316120167493845,0.0008670418231235892,0.9979297887505605,1.0
synthetic,D02,dragon,L01,Bilateral,4.698309887679584e-06,0.0019018203611107323,0.008630810391067343,0.0021675585084789716,0.992354758117371,1.0
synthetic,D02,dragon,L01,Guided Filter,1.5300534048739106e-05,0.00314607501865848,0.011086035114336961,0.003911589708640095,0.9856247288085068,1.0
synthetic,D02,dragon,L01,bipartite_graph_denoising,1.5848608229841704e-05,0.003397756521242807,0.009202704492269119,0.003981031051102428,0.9869166016896413,1.0
synthetic,D02,dragon,L01,Weighted multi projection,1.5300534048739106e-05,0.00314607501865848,0.011086035114336961,0.003911589708640095,0.9856247288085068,1.0
synthetic,D02,dragon,L02,Noisy,1.1195514372293166e-05,0.003080896615480624,0.008430069869224089,0.00334596987020104,0.9904761418397412,1.0
synthetic,D02,dragon,L02,Bilateral,1.235715410971851e-05,0.003101511828747324,0.01055050658320638,0.0035152744003446603,0.9882451508476138,1.0
synthetic,D02,dragon,L02,Guided Filter,2.7159717871365856e-05,0.004072437312933682,0.013267859549726075,0.0052114986204896815,0.9802225513846924,1.0
synthetic,D02,dragon,L02,bipartite_graph_denoising,2.476783770103804e-05,0.004021372588838045,0.012702275181844762,0.004976729619040806,0.9820618489282396,1.0
synthetic,D02,dragon,L02,Weighted multi projection,2.7159717871365856e-05,0.004072437312933682,0.013267859549726075,0.0052114986204896815,0.9802225513846924,1.0
synthetic,D02,dragon,L03,Noisy,4.543445938420764e-05,0.006951037576953534,0.015488319372998468,0.00674050883718786,0.9327198669534353,1.0
synthetic,D02,dragon,L03,Bilateral,4.1558509025742426e-05,0.005621395020964187,0.01912368262185664,0.006446588944995829,0.9464318627167282,1.0
synthetic,D02,dragon,L03,Guided Filter,5.754316875194318e-05,0.007175655451138135,0.01659648071585713,0.007585721373207902,0.9197816715210287,1.0
synthetic,D02,dragon,L03,bipartite_graph_denoising,6.167014200399539e-05,0.006759817748698069,0.01838947740079686,0.007853033936256444,0.9202531943230962,1.0
synthetic,D02,dragon,L03,Weighted multi projection,5.754316875194318e-05,0.007175655451138135,0.01659648071585713,0.007585721373207902,0.9197816715210287,1.0
synthetic,D02,dragon,L04,Noisy,6.914695076698008e-05,0.01024890296148163,0.023482746623851306,0.00831546455509132,0.7439239563796984,1.0
synthetic,D02,dragon,L04,Bilateral,7.331836128814422e-05,0.009142069667643513,0.025714305198141926,0.008562614162050291,0.7664527321611779,1.0
synthetic,D02,dragon,L04,Guided Filter,7.727804448909936e-05,0.0104449960150724,0.023482746623851306,0.008790793166097094,0.7287772852049297,1.0
synthetic,D02,dragon,L04,bipartite_graph_denoising,0.00010092174821460776,0.01032812080657015,0.02504767613273327,0.010045981694917015,0.688257667338217,1.0
synthetic,D02,dragon,L04,Weighted multi projection,7.727804448909936e-05,0.0104449960150724,0.023482746623851306,0.008790793166097094,0.7287772852049297,1.0
synthetic,D02,sphere,L01,Noisy,7.193862989547025e-07,0.0007824826208536677,0.002516688300127775,0.0008481664335227506,0.9892993045346961,1.0
synthetic,D02,sphere,L01,Bilateral,1.4264273733471532e-06,0.0009147534406526484,0.006275072646051104,0.001194331349897152,0.9918738127328597,1.0
synthetic,D02,sphere,L01,Guided Filter,1.2732280878976356e-06,0.0007898031533536982,0.00831550532001444,0.0011283740904051438,0.9895173777998377,1.0
synthetic,D02,sphere,L01,bipartite_graph_denoising,2.994510308447606e-05,0.004106413276232337,0.013400466543542882,0.00547221190054589,0.9892817980532349,1.0
synthetic,D02,sphere,L01,Weighted multi projection,1.2732280878976356e-06,0.0007898031533536982,0.00831550532001444,0.0011283740904051438,0.9895173777998377,1.0
synthetic,D02,sphere,L02,Noisy,1.0203287734793442e-05,0.0029603181035792302,0.009592940842098491,0.0031942585579119048,0.9861326639111397,1.0
synthetic,D02,sphere,L02,Bilateral,8.328598559283193e-06,0.0025054092786571253,0.011400878903883473,0.002885931142505516,0.9927366516906664,1.0
synthetic,D02,sphere,L02,Guided Filter,1.5052056549171113e-05,0.0032386212647944343,0.012475748995551315,0.0038796979971604897,0.9914258012947451,1.0
synthetic,D02,sphere,L02,bipartite_graph_denoising,3.138514753484112e-05,0.004447847270865008,0.015332333999998933,0.005602244865662435,0.9861270275861369,1.0
synthetic,D02,sphere,L02,Weighted multi projection,1.5052056549171113e-05,0.0032386212647944343,0.012475748995551315,0.0038796979971604897,0.9914258012947451,1.0
synthetic,D02,sphere,L03,Noisy,5.6363843791504444e-05,0.007531947663578058,0.020261199618976163,0.007507585749860234,0.9567840937372105,1.0
synthetic,D02,sphere,L03,Bilateral,5.115980211582199e-05,0.005892727414088453,0.023422438419867957,0.007152608063903823,0.9877748873187845,1.0
synthetic,D02,sphere,L03,Guided Filter,6.37124388471924e-05,0.00755834171169942,0.020261199618976163,0.007982007194133089,0.9553482541164271,1.0
synthetic,D02,sphere,L03,bipartite_graph_denoising,7.537218180993996e-05,0.007277898608164932,0.024822991300053183,0.008681715372548212,0.9447175388409159,1.0
synthetic,D02,sphere,L03,Weighted multi projection,6.37124388471924e-05,0.00755834171169942,0.020261199618976163,0.007982007194133089,0.9553482541164271,1.0
synthetic,D02,sphere,L04,Noisy,8.868714181217924e-05,0.011353922342423465,0.02557155196698085,0.009417385083566416,0.8578719499413846,1.0
synthetic,D02,sphere,L04,Bilateral,9.160732317293751e-05,0.00956617036863391,0.02737160070677076,0.009571171462936892,0.8918235795534559,1.0
synthetic,D02,sphere,L04,Guided Filter,9.454907864717466e-05,0.011461560219192802,0.026265558436857985,0.009723635053166828,0.8473826307643579,1.0
synthetic,D02,sphere,L04,bipartite_graph_denoising,0.00012647640687397617,0.01123145359895237,0.027365487616578053,0.011246172987909095,0.8196321162984962,1.0
synthetic,D02,sphere,L04,Weighted multi projection,9.454907864717466e-05,0.011461560219192802,0.026265558436857985,0.009723635053166828,0.8473826307643579,1.0
synthetic,D02,vase,L01,Noisy,7.515293590583509e-07,0.0007989632015074582,0.002243965017552607,0.0008669079299777751,0.9995205815459627,1.0
synthetic,D02,vase,L01,Bilateral,2.3413825891354473e-06,0.0012405028980539876,0.00836363484199883,0.001530157700740498,0.9985957176455803,1.0
synthetic,D02,vase,L01,Guided Filter,8.370054927548346e-06,0.0022680852238078563,0.009757156827484634,0.00289310472115137,0.9980423702450889,1.0
synthetic,D02,vase,L01,bipartite_graph_denoising,1.2408740524347014e-05,0.0030530601717610193,0.008737395833827051,0.003522604224767099,0.9979706908863956,1.0
synthetic,D02,vase,L01,Weighted multi projection,8.370054927548346e-06,0.0022680852238078563,0.009757156827484634,0.00289310472115137,0.9980423702450889,1.0
synthetic,D02,vase,L02,Noisy,1.0949577559019532e-05,0.0030346567655634,0.008215920033690647,0.0033090145903304103,0.9974459399754813,1.0
synthetic,D02,vase,L02,Bilateral,1.0548481644556542e-05,0.002787374284438879,0.009785074046392865,0.0032478426138833364,0.997857711898773,1.0
synthetic,D02,vase,L02,Guided Filter,2.361127522562691e-05,0.0036077309749967057,0.013136017427349485,0.004859143466252763,0.996260556832011,1.0
synthetic,D02,vase,L02,bipartite_graph_denoising,2.0522685767432933e-05,0.003625314676224552,0.011014764156810682,0.004530197100285255,0.9965259812611723,1.0
synthetic,D02,vase,L02,Weighted multi projection,2.361127522562691e-05,0.0036077309749967057,0.013136017427349485,0.004859143466252763,0.996260556832011,1.0
synthetic,D02,vase,L03,Noisy,3.865130432943771e-05,0.006659931790022869,0.015270964671558898,0.006217017317768843,0.959408905585842,1.0
synthetic,D02,vase,L03,Bilateral,3.324920812112138e-05,0.00509179602620212,0.01717211235318659,0.005766212632319535,0.9751689857860962,1.0
synthetic,D02,vase,L03,Guided Filter,5.262373483837791e-05,0.006857297048770638,0.01708187545323991,0.007254221863051744,0.9475310944226963,1.0
synthetic,D02,vase,L03,bipartite_graph_denoising,5.297378462310024e-05,0.006457831731564691,0.017019002937971234,0.0072783091871052195,0.9480432893228541,1.0
synthetic,D02,vase,L03,Weighted multi projection,5.262373483837791e-05,0.006857297048770638,0.01708187545323991,0.007254221863051744,0.9475310944226963,1.0
synthetic,D02,vase,L04,Noisy,6.076656482416299e-05,0.010349963363231011,0.021007479287149106,0.007795291195597698,0.7800697628967564,1.0
synthetic,D02,vase,L04,Bilateral,6.250692893835777e-05,0.00894619350013133,0.025859972695516126,0.007906132362815448,0.8067322209298716,1.0
synthetic,D02,vase,L04,Guided Filter,7.061721933536288e-05,0.010576022066490593,0.021007479287149106,0.008403405222608445,0.7545729197060769,1.0
synthetic,D02,vase,L04,bipartite_graph_denoising,8.940059796896543e-05,0.010345082132180267,0.023716507683791542,0.009455188944117692,0.700200161693501,1.0
synthetic,D02,vase,L04,Weighted multi projection,7.061721933536288e-05,0.010576022066490593,0.021007479287149106,0.008403405222608445,0.7545729197060769,1.0
real,,real_1,,Bilateral,6.661531919442816e-05,0.005106012351327112,0.052057943784255906,0.008161820825920412,0.933632310379438,1.0
real,,real_1,,Guided Filter,7.288782633065596e-06,0.0012084888747139829,0.01470811839019712,0.002699774552266466,0.9861354418686736,1.0
real,,real_1,,bipartite_graph_denoising,0.0009931151228736656,0.015010972144701993,1.2408279366979538,0.03151372911722231,0.868071178733328,1.0
real,,real_1,,Weighted multi projection,7.288782633065596e-06,0.0012084888747139829,0.01470811839019712,0.002699774552266466,0.9861354418686736,1.0
real,,real_2,,Bilateral,6.193921986065992e-05,0.004990580838593536,0.04931461005719075,0.007870147384938856,0.9259714200696646,1.0
real,,real_2,,Guided Filter,7.676935255700627e-06,0.0012614490733334933,0.014708387731948148,0.0027707282897643766,0.9811355316399704,1.0
real,,real_2,,bipartite_graph_denoising,0.000794841508014032,0.013329000090506884,1.0835607982626545,0.028192933653914627,0.8890821393011115,1.0
real,,real_2,,Weighted multi projection,7.676935255700627e-06,0.0012614490733334933,0.014708387731948148,0.0027707282897643766,0.9811355316399704,1.0
real,,real_3,,Bilateral,0.00010710846835875821,0.006120840389480475,0.09755886941621775,0.01034932212073613,0.9996681739660583,1.0
real,,real_3,,Guided Filter,2.9174387491704273e-06,0.0006002797673161646,0.010807298591563078,0.0017080511553142744,0.9999999999958227,1.0
real,,real_3,,bipartite_graph_denoising,0.0034293842164556474,0.025817567855420567,4.852972462927564,0.05856094446348733,0.8963307627475918,1.0
real,,real_3,,Weighted multi projection,2.9174387491704273e-06,0.0006002797673161646,0.010807298591563078,0.0017080511553142744,0.9999999999958227,1.0
